image_name,ra_deg,dec_deg,orientation_class,full_image_path,full_star_map_path
stars-072.png,10.0,-90.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-072.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-072_star_map.json
stars-073.png,10.0,-85.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-073.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-073_star_map.json
stars-074.png,10.0,-80.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-074.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-074_star_map.json
stars-075.png,10.0,-75.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-075.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-075_star_map.json
stars-076.png,10.0,-70.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-076.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-076_star_map.json
stars-077.png,10.0,-65.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-077.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-077_star_map.json
stars-078.png,10.0,-60.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-078.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-078_star_map.json
stars-079.png,10.0,-55.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-079.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-079_star_map.json
stars-080.png,10.0,-50.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-080.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-080_star_map.json
stars-081.png,10.0,-45.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-081.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-081_star_map.json
stars-082.png,10.0,-40.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-082.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-082_star_map.json
stars-083.png,10.0,-35.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-083.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-083_star_map.json
stars-084.png,10.0,-30.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-084.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-084_star_map.json
stars-085.png,10.0,-25.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-085.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-085_star_map.json
stars-086.png,10.0,-20.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-086.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-086_star_map.json
stars-087.png,10.0,-15.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-087.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-087_star_map.json
stars-088.png,10.0,-10.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-088.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-088_star_map.json
stars-089.png,10.0,-5.0,3,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-089.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-089_star_map.json
stars-090.png,10.0,0.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-090.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-090_star_map.json
stars-091.png,10.0,5.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-091.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-091_star_map.json
stars-092.png,10.0,10.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-092.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-092_star_map.json
stars-093.png,10.0,15.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-093.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-093_star_map.json
stars-094.png,10.0,20.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-094.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-094_star_map.json
stars-095.png,10.0,25.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-095.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-095_star_map.json
stars-096.png,10.0,30.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-096.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-096_star_map.json
stars-097.png,10.0,35.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-097.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-097_star_map.json
stars-098.png,10.0,40.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-098.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-098_star_map.json
stars-099.png,10.0,45.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-099.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-099_star_map.json
stars-100.png,10.0,50.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-100.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-100_star_map.json
stars-101.png,10.0,55.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-101.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-101_star_map.json
stars-102.png,10.0,60.0,8,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-102.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-102_star_map.json
stars-103.png,10.0,65.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-103.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-103_star_map.json
stars-104.png,10.0,70.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-104.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-104_star_map.json
stars-105.png,10.0,75.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-105.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-105_star_map.json
stars-106.png,10.0,80.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-106.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-106_star_map.json
stars-107.png,10.0,85.0,1,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-107.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-107_star_map.json
stars-108.png,15.0,-90.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-108.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-108_star_map.json
stars-109.png,15.0,-85.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-109.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-109_star_map.json
stars-110.png,15.0,-80.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-110.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-110_star_map.json
stars-111.png,15.0,-75.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-111.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-111_star_map.json
stars-112.png,15.0,-70.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-112.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-112_star_map.json
stars-113.png,15.0,-65.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-113.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-113_star_map.json
stars-114.png,15.0,-60.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-114.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-114_star_map.json
stars-115.png,15.0,-55.0,0,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-115.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-115_star_map.json
stars-116.png,15.0,-50.0,10,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-116.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-116_star_map.json
stars-117.png,15.0,-45.0,10,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-117.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-117_star_map.json
stars-118.png,15.0,-40.0,10,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-118.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-118_star_map.json
stars-119.png,15.0,-35.0,10,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-119.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-119_star_map.json
stars-120.png,15.0,-30.0,10,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/images/stars-120.png,/media/student/B076126976123098/my_data/SiT/dataset_sky/new_all_star_processed/star_maps/stars-120_star_map.json
