image_name,ra_deg,dec_deg,orientation_class
stars-089.png,312.5,77.5001,8
stars-090.png,222.5,-82.5001,1
stars-091.png,327.5,-52.5001,0
stars-092.png,162.5,17.5001,3
stars-093.png,242.5,37.5001,7
stars-094.png,297.5,42.5001,5
stars-095.png,207.5,7.5001,7
stars-096.png,292.5,17.5001,5
stars-097.png,107.5,-7.5001,6
stars-098.png,207.5,-72.5001,1
stars-099.png,297.5,-77.5001,1
stars-100.png,212.5,-37.5001,10
stars-101.png,82.5,-52.5001,6
stars-102.png,17.5,-42.5001,11
stars-103.png,107.5,7.5001,6
stars-104.png,142.5,-27.5001,6
stars-105.png,217.5,-32.5001,9
stars-106.png,37.5,62.5001,8
stars-107.png,247.5,7.5001,7
stars-108.png,247.5,-27.5001,9
stars-109.png,347.5,-47.5001,0
stars-110.png,187.5,-37.5001,10
stars-111.png,152.5,-87.5001,1
stars-112.png,182.5,12.5001,3
stars-113.png,202.5,77.5001,8
stars-114.png,217.5,12.5001,7
stars-115.png,237.5,57.5001,8
stars-116.png,272.5,-87.5001,1
stars-117.png,162.5,87.5001,8
stars-118.png,182.5,-2.5001,10
stars-119.png,237.5,72.5001,8
stars-120.png,122.5,-22.5001,6
stars-121.png,82.5,22.5001,2
stars-122.png,302.5,-72.5001,1
stars-123.png,302.5,37.5001,5
stars-124.png,242.5,-42.5001,9
stars-125.png,17.5,67.5001,8
stars-126.png,152.5,87.5001,8
stars-127.png,277.5,62.5001,8
stars-128.png,157.5,-22.5001,10
stars-129.png,67.5,-2.5001,2
stars-130.png,102.5,-77.5001,1
stars-131.png,262.5,17.5001,5
stars-132.png,7.5,-52.5001,11
stars-133.png,252.5,87.5001,8
stars-134.png,137.5,22.5001,3
stars-135.png,217.5,17.5001,7
stars-136.png,292.5,27.5001,5
stars-137.png,152.5,57.5001,3
stars-138.png,182.5,-82.5001,1
stars-139.png,7.5,-12.5001,11
stars-140.png,217.5,67.5001,8
stars-141.png,272.5,72.5001,8
stars-142.png,247.5,67.5001,8
stars-143.png,112.5,12.5001,2
stars-144.png,127.5,67.5001,8
stars-145.png,132.5,82.5001,8
stars-146.png,57.5,52.5001,2
stars-147.png,102.5,-72.5001,1
stars-148.png,107.5,37.5001,2
stars-149.png,197.5,32.5001,7
stars-150.png,57.5,37.5001,2
stars-151.png,72.5,27.5001,2
stars-152.png,137.5,-27.5001,6
stars-153.png,162.5,32.5001,3
stars-154.png,207.5,47.5001,7
stars-155.png,297.5,-82.5001,1
stars-156.png,247.5,-62.5001,1
stars-157.png,162.5,47.5001,3
stars-158.png,97.5,57.5001,2
stars-159.png,247.5,-42.5001,9
stars-160.png,252.5,22.5001,7
stars-161.png,122.5,47.5001,3
stars-162.png,42.5,52.5001,2
stars-163.png,72.5,-82.5001,1
stars-164.png,172.5,-12.5001,10
stars-165.png,2.5,87.5001,8
stars-166.png,317.5,67.5001,8
stars-167.png,317.5,-87.5001,1
stars-168.png,117.5,-62.5001,1
stars-169.png,157.5,67.5001,8
stars-170.png,262.5,-82.5001,1
stars-171.png,252.5,-72.5001,1
stars-172.png,267.5,17.5001,5
stars-173.png,92.5,57.5001,2
stars-174.png,82.5,12.5001,2
stars-175.png,252.5,-57.5001,9
stars-176.png,177.5,-32.5001,10
stars-177.png,32.5,37.5001,4
stars-178.png,227.5,-77.5001,1
stars-179.png,357.5,42.5001,4
stars-180.png,252.5,72.5001,8
stars-181.png,267.5,87.5001,8
stars-182.png,352.5,-37.5001,0
stars-183.png,162.5,-27.5001,10
stars-184.png,232.5,52.5001,7
stars-185.png,212.5,-72.5001,1
stars-186.png,262.5,42.5001,5
stars-187.png,272.5,32.5001,5
stars-188.png,77.5,-57.5001,1
stars-189.png,202.5,-82.5001,1
stars-190.png,2.5,52.5001,4
stars-191.png,22.5,82.5001,8
stars-192.png,292.5,-37.5001,0
stars-193.png,42.5,77.5001,8
stars-194.png,87.5,52.5001,2
stars-195.png,7.5,42.5001,4
stars-196.png,132.5,-7.5001,6
stars-197.png,17.5,87.5001,8
stars-198.png,277.5,-22.5001,9
stars-199.png,207.5,-82.5001,1
stars-200.png,252.5,32.5001,7
stars-201.png,162.5,-82.5001,1
stars-202.png,117.5,-77.5001,1
stars-203.png,247.5,-57.5001,9
stars-204.png,207.5,32.5001,7
stars-205.png,357.5,77.5001,8
stars-206.png,142.5,-12.5001,6
stars-207.png,207.5,82.5001,8
stars-208.png,102.5,22.5001,2
stars-209.png,197.5,-7.5001,10
stars-210.png,132.5,-47.5001,6
stars-211.png,177.5,67.5001,8
stars-212.png,187.5,-57.5001,10
stars-213.png,282.5,22.5001,5
stars-214.png,272.5,12.5001,5
stars-215.png,137.5,32.5001,3
stars-216.png,177.5,-57.5001,10
stars-217.png,17.5,-62.5001,1
stars-218.png,297.5,-62.5001,1
stars-219.png,187.5,-17.5001,10
stars-220.png,192.5,-57.5001,10
stars-221.png,272.5,-42.5001,9
stars-222.png,222.5,-32.5001,9
stars-223.png,27.5,22.5001,4
stars-224.png,337.5,-72.5001,1
stars-225.png,67.5,-72.5001,1
stars-226.png,92.5,-62.5001,1
stars-227.png,357.5,-32.5001,0
stars-228.png,42.5,2.5001,11
stars-229.png,77.5,82.5001,8
stars-230.png,77.5,42.5001,2
stars-231.png,222.5,-87.5001,1
stars-232.png,7.5,-22.5001,11
stars-233.png,42.5,-22.5001,11
stars-234.png,82.5,-32.5001,6
stars-235.png,52.5,-72.5001,1
stars-236.png,177.5,2.5001,10
stars-237.png,287.5,-42.5001,9
stars-238.png,142.5,72.5001,8
stars-239.png,82.5,-57.5001,1
stars-240.png,117.5,77.5001,8
stars-241.png,12.5,77.5001,8
stars-242.png,312.5,-47.5001,0
stars-243.png,337.5,-52.5001,0
stars-244.png,322.5,-82.5001,1
stars-245.png,72.5,-42.5001,11
stars-246.png,17.5,-67.5001,1
stars-247.png,347.5,-67.5001,1
stars-248.png,277.5,77.5001,8
stars-249.png,287.5,2.5001,5
stars-250.png,12.5,-67.5001,1
stars-251.png,202.5,-2.5001,7
stars-252.png,52.5,32.5001,2
stars-253.png,197.5,87.5001,8
stars-254.png,352.5,47.5001,4
stars-255.png,32.5,17.5001,4
stars-256.png,7.5,-42.5001,11
stars-257.png,282.5,-52.5001,9
stars-258.png,132.5,-27.5001,6
stars-259.png,117.5,62.5001,8
stars-260.png,332.5,32.5001,4
stars-261.png,122.5,-47.5001,6
stars-262.png,307.5,37.5001,5
stars-263.png,182.5,77.5001,8
stars-264.png,157.5,47.5001,3
stars-265.png,147.5,67.5001,8
stars-266.png,47.5,-42.5001,11
stars-267.png,347.5,-62.5001,1
stars-268.png,242.5,32.5001,7
stars-269.png,67.5,62.5001,8
stars-270.png,27.5,-7.5001,11
stars-271.png,317.5,-72.5001,1
stars-272.png,342.5,-67.5001,1
stars-273.png,177.5,27.5001,3
stars-274.png,182.5,87.5001,8
stars-275.png,122.5,-7.5001,6
stars-276.png,27.5,-32.5001,11
stars-277.png,252.5,62.5001,8
stars-278.png,152.5,67.5001,8
stars-279.png,262.5,32.5001,5
stars-280.png,47.5,22.5001,2
stars-281.png,237.5,22.5001,7
stars-282.png,122.5,42.5001,3
stars-283.png,97.5,37.5001,2
stars-284.png,282.5,-32.5001,9
stars-285.png,302.5,-47.5001,0
stars-286.png,52.5,-12.5001,11
stars-287.png,62.5,27.5001,2
stars-288.png,242.5,-12.5001,9
stars-289.png,72.5,77.5001,8
stars-290.png,262.5,22.5001,5
stars-291.png,287.5,-37.5001,9
stars-292.png,132.5,-77.5001,1
stars-293.png,332.5,-62.5001,1
stars-294.png,337.5,-42.5001,0
stars-295.png,137.5,37.5001,3
stars-296.png,22.5,-17.5001,11
stars-297.png,282.5,57.5001,5
stars-298.png,342.5,32.5001,4
stars-299.png,47.5,-72.5001,1
stars-300.png,347.5,77.5001,8
stars-301.png,157.5,7.5001,3
stars-302.png,2.5,57.5001,4
stars-303.png,2.5,-32.5001,11
stars-304.png,107.5,-22.5001,6
stars-305.png,32.5,42.5001,4
stars-306.png,222.5,-7.5001,7
stars-307.png,182.5,7.5001,3
stars-308.png,47.5,-82.5001,1
stars-309.png,137.5,-7.5001,6
stars-310.png,127.5,-42.5001,6
stars-311.png,17.5,-2.5001,11
stars-312.png,312.5,42.5001,5
stars-313.png,112.5,-32.5001,6
stars-314.png,182.5,-47.5001,10
stars-315.png,342.5,-12.5001,0
stars-316.png,242.5,-77.5001,1
stars-317.png,157.5,-52.5001,10
stars-318.png,117.5,2.5001,6
stars-319.png,52.5,22.5001,2
stars-320.png,177.5,-12.5001,10
stars-321.png,97.5,27.5001,2
stars-322.png,27.5,-52.5001,11
stars-323.png,67.5,-77.5001,1
stars-324.png,227.5,77.5001,8
stars-325.png,312.5,-32.5001,0
stars-326.png,242.5,67.5001,8
stars-327.png,127.5,37.5001,3
stars-328.png,132.5,-22.5001,6
stars-329.png,127.5,7.5001,3
stars-330.png,2.5,77.5001,8
stars-331.png,167.5,82.5001,8
stars-332.png,332.5,-67.5001,1
stars-333.png,272.5,-32.5001,9
stars-334.png,22.5,-77.5001,1
stars-335.png,107.5,47.5001,2
stars-336.png,222.5,-67.5001,1
stars-337.png,167.5,27.5001,3
stars-338.png,242.5,-67.5001,1
stars-339.png,57.5,-67.5001,1
stars-340.png,312.5,-37.5001,0
stars-341.png,32.5,2.5001,11
stars-342.png,337.5,67.5001,8
stars-343.png,47.5,77.5001,8
stars-344.png,152.5,-82.5001,1
stars-345.png,162.5,57.5001,3
stars-346.png,127.5,-77.5001,1
stars-347.png,207.5,-67.5001,1
stars-348.png,97.5,-2.5001,6
stars-349.png,2.5,-2.5001,4
stars-350.png,302.5,57.5001,5
stars-351.png,212.5,52.5001,7
stars-352.png,202.5,-42.5001,10
stars-353.png,57.5,-2.5001,11
stars-354.png,262.5,-12.5001,9
stars-355.png,347.5,37.5001,4
stars-356.png,117.5,17.5001,3
stars-357.png,67.5,-47.5001,11
stars-358.png,317.5,-57.5001,0
stars-359.png,102.5,82.5001,8
stars-360.png,152.5,-77.5001,1
stars-361.png,147.5,-77.5001,1
stars-362.png,282.5,-37.5001,9
stars-363.png,322.5,-7.5001,0
stars-364.png,357.5,-67.5001,1
stars-365.png,67.5,72.5001,8
stars-366.png,222.5,57.5001,7
stars-367.png,72.5,-22.5001,11
stars-368.png,62.5,57.5001,2
stars-369.png,207.5,-77.5001,1
stars-370.png,77.5,22.5001,2
stars-371.png,12.5,-17.5001,11
stars-372.png,77.5,7.5001,2
stars-373.png,242.5,72.5001,8
stars-374.png,352.5,-7.5001,0
stars-375.png,122.5,-32.5001,6
stars-376.png,177.5,42.5001,3
stars-377.png,62.5,12.5001,2
stars-378.png,342.5,-77.5001,1
stars-379.png,7.5,7.5001,4
stars-380.png,222.5,82.5001,8
stars-381.png,217.5,-2.5001,7
stars-382.png,132.5,-72.5001,1
stars-383.png,207.5,-57.5001,10
stars-384.png,152.5,12.5001,3
stars-385.png,107.5,42.5001,2
stars-386.png,107.5,-57.5001,6
stars-387.png,27.5,-72.5001,1
stars-388.png,242.5,22.5001,7
stars-389.png,352.5,-57.5001,1
stars-390.png,352.5,62.5001,8
stars-391.png,77.5,27.5001,2
stars-392.png,212.5,-22.5001,10
stars-393.png,192.5,32.5001,7
stars-394.png,287.5,-82.5001,1
stars-395.png,247.5,87.5001,8
stars-396.png,252.5,-22.5001,9
stars-397.png,262.5,77.5001,8
stars-398.png,177.5,17.5001,3
stars-399.png,267.5,12.5001,5
stars-400.png,67.5,52.5001,2
stars-401.png,12.5,-42.5001,11
stars-402.png,27.5,32.5001,4
stars-403.png,292.5,42.5001,5
stars-404.png,117.5,32.5001,3
stars-405.png,157.5,2.5001,3
stars-406.png,102.5,62.5001,8
stars-407.png,72.5,17.5001,2
stars-408.png,7.5,32.5001,4
stars-409.png,232.5,17.5001,7
stars-410.png,157.5,-32.5001,10
stars-411.png,37.5,-47.5001,11
stars-412.png,262.5,57.5001,5
stars-413.png,7.5,37.5001,4
stars-414.png,37.5,-37.5001,11
stars-415.png,127.5,-2.5001,6
stars-416.png,112.5,82.5001,8
stars-417.png,132.5,87.5001,8
stars-418.png,317.5,-62.5001,1
stars-419.png,277.5,-72.5001,1
stars-420.png,137.5,-42.5001,6
stars-421.png,47.5,57.5001,2
stars-422.png,337.5,17.5001,4
stars-423.png,262.5,2.5001,9
stars-424.png,62.5,-12.5001,11
stars-425.png,187.5,67.5001,8
stars-426.png,247.5,2.5001,7
stars-427.png,347.5,-57.5001,1
stars-428.png,122.5,12.5001,3
stars-429.png,57.5,62.5001,8
stars-430.png,122.5,2.5001,6
stars-431.png,327.5,-82.5001,1
stars-432.png,47.5,17.5001,2
stars-433.png,282.5,12.5001,5
stars-434.png,187.5,-27.5001,10
stars-435.png,117.5,-42.5001,6
stars-436.png,47.5,62.5001,8
stars-437.png,247.5,52.5001,7
stars-438.png,97.5,47.5001,2
stars-439.png,312.5,2.5001,0
stars-440.png,147.5,22.5001,3
stars-441.png,97.5,72.5001,8
stars-442.png,307.5,-32.5001,0
stars-443.png,92.5,-17.5001,6
stars-444.png,172.5,57.5001,3
stars-445.png,122.5,-12.5001,6
stars-446.png,82.5,57.5001,2
stars-447.png,122.5,-77.5001,1
stars-448.png,42.5,27.5001,2
stars-449.png,122.5,57.5001,3
stars-450.png,187.5,-67.5001,1
stars-451.png,197.5,-47.5001,10
stars-452.png,152.5,-27.5001,10
stars-453.png,207.5,-12.5001,10
stars-454.png,67.5,27.5001,2
stars-455.png,317.5,42.5001,5
stars-456.png,27.5,87.5001,8
stars-457.png,212.5,12.5001,7
stars-458.png,312.5,-2.5001,0
stars-459.png,337.5,-17.5001,0
stars-460.png,67.5,67.5001,8
stars-461.png,82.5,-62.5001,1
stars-462.png,57.5,-87.5001,1
stars-463.png,57.5,12.5001,2
stars-464.png,297.5,-37.5001,0
stars-465.png,167.5,-17.5001,10
stars-466.png,107.5,-12.5001,6
stars-467.png,32.5,12.5001,4
stars-468.png,302.5,77.5001,8
stars-469.png,322.5,-32.5001,0
stars-470.png,227.5,37.5001,7
stars-471.png,112.5,-17.5001,6
stars-472.png,277.5,-62.5001,1
stars-473.png,7.5,-32.5001,11
stars-474.png,302.5,-22.5001,0
stars-475.png,332.5,-87.5001,1
stars-476.png,82.5,77.5001,8
stars-477.png,352.5,-52.5001,0
stars-478.png,32.5,82.5001,8
stars-479.png,202.5,47.5001,7
stars-480.png,237.5,-52.5001,9
stars-481.png,332.5,27.5001,4
stars-482.png,77.5,-67.5001,1
stars-483.png,87.5,-42.5001,6
stars-484.png,352.5,7.5001,4
stars-485.png,87.5,-87.5001,1
stars-486.png,12.5,-7.5001,11
stars-487.png,112.5,57.5001,8
stars-488.png,232.5,-57.5001,9
stars-489.png,82.5,-77.5001,1
stars-490.png,197.5,17.5001,7
stars-491.png,352.5,32.5001,4
stars-492.png,247.5,-37.5001,9
stars-493.png,317.5,-2.5001,0
stars-494.png,207.5,72.5001,8
stars-495.png,122.5,-27.5001,6
stars-496.png,47.5,72.5001,8
stars-497.png,47.5,-67.5001,1
stars-498.png,332.5,-72.5001,1
stars-499.png,212.5,87.5001,8
stars-500.png,247.5,42.5001,7
stars-501.png,167.5,-12.5001,10
stars-502.png,292.5,-12.5001,0
stars-503.png,237.5,12.5001,7
stars-504.png,342.5,67.5001,8
stars-505.png,342.5,-37.5001,0
stars-506.png,102.5,-47.5001,6
stars-507.png,337.5,-27.5001,0
stars-508.png,302.5,-42.5001,0
stars-509.png,172.5,-87.5001,1
stars-510.png,162.5,-57.5001,10
stars-511.png,97.5,87.5001,8
stars-512.png,2.5,62.5001,8
stars-513.png,87.5,62.5001,8
stars-514.png,87.5,-37.5001,6
stars-515.png,237.5,-42.5001,9
stars-516.png,352.5,-17.5001,0
stars-517.png,22.5,17.5001,4
stars-518.png,72.5,-2.5001,2
stars-519.png,197.5,22.5001,7
stars-520.png,232.5,-32.5001,9
stars-521.png,27.5,62.5001,8
stars-522.png,357.5,-42.5001,0
stars-523.png,47.5,-12.5001,11
stars-524.png,137.5,67.5001,8
stars-525.png,327.5,-37.5001,0
stars-526.png,247.5,77.5001,8
stars-527.png,337.5,22.5001,4
stars-528.png,172.5,-82.5001,1
stars-529.png,102.5,12.5001,2
stars-530.png,227.5,-57.5001,9
stars-531.png,162.5,-42.5001,10
stars-532.png,2.5,-12.5001,11
stars-533.png,12.5,-12.5001,11
stars-534.png,302.5,-17.5001,0
stars-535.png,112.5,37.5001,2
stars-536.png,127.5,22.5001,3
stars-537.png,87.5,-27.5001,6
stars-538.png,342.5,-62.5001,1
stars-539.png,322.5,-12.5001,0
stars-540.png,272.5,-72.5001,1
stars-541.png,62.5,-67.5001,1
stars-542.png,132.5,12.5001,3
stars-543.png,67.5,-87.5001,1
stars-544.png,237.5,-47.5001,9
stars-545.png,167.5,-47.5001,10
stars-546.png,312.5,-62.5001,1
stars-547.png,127.5,52.5001,3
stars-548.png,352.5,22.5001,4
stars-549.png,287.5,87.5001,8
stars-550.png,117.5,-7.5001,6
stars-551.png,272.5,47.5001,5
stars-552.png,32.5,-37.5001,11
stars-553.png,332.5,-2.5001,0
stars-554.png,112.5,-77.5001,1
stars-555.png,312.5,-77.5001,1
stars-556.png,217.5,-22.5001,9
stars-557.png,172.5,-47.5001,10
stars-558.png,212.5,42.5001,7
stars-559.png,152.5,2.5001,3
stars-560.png,142.5,-47.5001,10
stars-561.png,77.5,-17.5001,6
stars-562.png,42.5,17.5001,2
stars-563.png,332.5,22.5001,4
stars-564.png,237.5,47.5001,7
stars-565.png,322.5,42.5001,5
stars-566.png,152.5,-62.5001,1
stars-567.png,152.5,-32.5001,10
stars-568.png,12.5,-82.5001,1
stars-569.png,47.5,87.5001,8
stars-570.png,132.5,-82.5001,1
stars-571.png,22.5,-67.5001,1
stars-572.png,267.5,-67.5001,1
stars-573.png,297.5,22.5001,5
stars-574.png,112.5,-27.5001,6
stars-575.png,172.5,7.5001,3
stars-576.png,187.5,17.5001,7
stars-577.png,92.5,-42.5001,6
stars-578.png,107.5,52.5001,2
stars-579.png,147.5,57.5001,3
stars-580.png,147.5,47.5001,3
stars-581.png,122.5,32.5001,3
stars-582.png,47.5,-22.5001,11
stars-583.png,117.5,-37.5001,6
stars-584.png,37.5,-62.5001,1
stars-585.png,47.5,47.5001,2
stars-586.png,32.5,-27.5001,11
stars-587.png,97.5,52.5001,2
stars-588.png,342.5,72.5001,8
stars-589.png,7.5,87.5001,8
stars-590.png,317.5,17.5001,5
stars-591.png,297.5,32.5001,5
stars-592.png,257.5,12.5001,5
stars-593.png,177.5,-17.5001,10
stars-594.png,317.5,-12.5001,0
stars-595.png,262.5,-22.5001,9
stars-596.png,317.5,-32.5001,0
stars-597.png,222.5,-42.5001,9
stars-598.png,267.5,-87.5001,1
stars-599.png,62.5,-7.5001,11
stars-600.png,272.5,-57.5001,9
stars-601.png,197.5,-82.5001,1
stars-602.png,357.5,47.5001,4
stars-603.png,122.5,-57.5001,6
stars-604.png,222.5,87.5001,8
stars-605.png,207.5,-87.5001,1
stars-606.png,292.5,-27.5001,0
stars-607.png,27.5,-12.5001,11
stars-608.png,342.5,-17.5001,0
stars-609.png,237.5,-22.5001,9
stars-610.png,117.5,87.5001,8
stars-611.png,187.5,52.5001,3
stars-612.png,57.5,27.5001,2
stars-613.png,152.5,32.5001,3
stars-614.png,227.5,87.5001,8
stars-615.png,92.5,77.5001,8
stars-616.png,77.5,-87.5001,1
stars-617.png,257.5,57.5001,8
stars-618.png,277.5,42.5001,5
stars-619.png,112.5,-52.5001,6
stars-620.png,337.5,-77.5001,1
stars-621.png,312.5,-22.5001,0
stars-622.png,57.5,-12.5001,11
stars-623.png,42.5,72.5001,8
stars-624.png,222.5,72.5001,8
stars-625.png,147.5,-27.5001,10
stars-626.png,92.5,72.5001,8
stars-627.png,352.5,-62.5001,1
stars-628.png,262.5,-87.5001,1
stars-629.png,202.5,62.5001,8
stars-630.png,142.5,-42.5001,6
stars-631.png,257.5,-42.5001,9
stars-632.png,27.5,47.5001,4
stars-633.png,337.5,-87.5001,1
stars-634.png,112.5,-57.5001,6
stars-635.png,242.5,-47.5001,9
stars-636.png,257.5,2.5001,9
stars-637.png,237.5,27.5001,7
stars-638.png,187.5,42.5001,7
stars-639.png,192.5,-47.5001,10
stars-640.png,192.5,62.5001,8
stars-641.png,262.5,-42.5001,9
stars-642.png,32.5,-12.5001,11
stars-643.png,327.5,32.5001,4
stars-644.png,307.5,-82.5001,1
stars-645.png,37.5,42.5001,4
stars-646.png,157.5,57.5001,3
stars-647.png,217.5,72.5001,8
stars-648.png,82.5,67.5001,8
stars-649.png,342.5,22.5001,4
stars-650.png,182.5,57.5001,8
stars-651.png,127.5,17.5001,3
stars-652.png,12.5,-72.5001,1
stars-653.png,87.5,17.5001,2
stars-654.png,152.5,-12.5001,10
stars-655.png,237.5,-12.5001,9
stars-656.png,157.5,-27.5001,10
stars-657.png,267.5,-37.5001,9
stars-658.png,42.5,-37.5001,11
stars-659.png,177.5,-62.5001,1
stars-660.png,257.5,-52.5001,9
stars-661.png,52.5,-42.5001,11
stars-662.png,142.5,12.5001,3
stars-663.png,182.5,-22.5001,10
stars-664.png,287.5,7.5001,5
stars-665.png,42.5,-82.5001,1
stars-666.png,167.5,17.5001,3
stars-667.png,177.5,-52.5001,10
stars-668.png,332.5,-47.5001,0
stars-669.png,182.5,-87.5001,1
stars-670.png,212.5,37.5001,7
stars-671.png,32.5,-52.5001,11
stars-672.png,317.5,37.5001,5
stars-673.png,272.5,82.5001,8
stars-674.png,77.5,-2.5001,2
stars-675.png,207.5,-37.5001,10
stars-676.png,2.5,37.5001,4
stars-677.png,217.5,-42.5001,9
stars-678.png,187.5,-12.5001,10
stars-679.png,162.5,-52.5001,10
stars-680.png,157.5,22.5001,3
stars-681.png,82.5,-87.5001,1
stars-682.png,237.5,37.5001,7
stars-683.png,242.5,-17.5001,9
stars-684.png,302.5,82.5001,8
stars-685.png,317.5,62.5001,8
stars-686.png,42.5,32.5001,2
stars-687.png,2.5,-37.5001,11
stars-688.png,12.5,87.5001,8
stars-689.png,272.5,-82.5001,1
stars-690.png,107.5,57.5001,2
stars-691.png,312.5,-27.5001,0
stars-692.png,232.5,-82.5001,1
stars-693.png,332.5,-12.5001,0
stars-694.png,282.5,-57.5001,9
stars-695.png,182.5,-77.5001,1
stars-696.png,42.5,-72.5001,1
stars-697.png,232.5,72.5001,8
stars-698.png,77.5,77.5001,8
stars-699.png,317.5,2.5001,0
stars-700.png,177.5,-22.5001,10
stars-701.png,162.5,-67.5001,1
stars-702.png,152.5,22.5001,3
stars-703.png,197.5,37.5001,7
stars-704.png,187.5,-82.5001,1
stars-705.png,287.5,82.5001,8
stars-706.png,107.5,-82.5001,1
stars-707.png,277.5,-82.5001,1
stars-708.png,197.5,77.5001,8
stars-709.png,42.5,82.5001,8
stars-710.png,257.5,-12.5001,9
stars-711.png,97.5,-77.5001,1
stars-712.png,262.5,-37.5001,9
stars-713.png,67.5,47.5001,2
stars-714.png,122.5,-52.5001,6
stars-715.png,77.5,-77.5001,1
stars-716.png,62.5,2.5001,2
stars-717.png,232.5,82.5001,8
stars-718.png,172.5,22.5001,3
stars-719.png,322.5,-37.5001,0
stars-720.png,327.5,-72.5001,1
stars-721.png,142.5,67.5001,8
stars-722.png,52.5,72.5001,8
stars-723.png,2.5,82.5001,8
stars-724.png,117.5,-17.5001,6
stars-725.png,52.5,-37.5001,11
stars-726.png,122.5,7.5001,3
stars-727.png,252.5,82.5001,8
stars-728.png,52.5,47.5001,2
stars-729.png,12.5,67.5001,8
stars-730.png,222.5,-37.5001,9
stars-731.png,227.5,-62.5001,1
stars-732.png,52.5,62.5001,8
stars-733.png,217.5,-77.5001,1
stars-734.png,337.5,-67.5001,1
stars-735.png,52.5,-47.5001,11
stars-736.png,62.5,-62.5001,1
stars-737.png,232.5,42.5001,7
stars-738.png,137.5,7.5001,3
stars-739.png,157.5,77.5001,8
stars-740.png,302.5,-2.5001,0
stars-741.png,312.5,-42.5001,0
stars-742.png,282.5,2.5001,5
stars-743.png,182.5,-72.5001,1
stars-744.png,132.5,72.5001,8
stars-745.png,312.5,-17.5001,0
stars-746.png,302.5,-57.5001,1
stars-747.png,287.5,32.5001,5
stars-748.png,42.5,-87.5001,1
stars-749.png,32.5,-82.5001,1
stars-750.png,322.5,82.5001,8
stars-751.png,72.5,52.5001,2
stars-752.png,117.5,-67.5001,1
